phase_connected,final_sigma_P_ns,final_sigma_Pdot_1e-15,total_telescope_time_s,num_epochs,population_type
True,0.029356259576180068,0.01922044806467933,240.0,4,young
True,0.00045917710476179447,6.913875467640469e-05,240.0,4,young
False,73.41692941978248,123.70684084472379,180.0,3,young
True,0.006343525090659756,0.004146273275137528,240.0,4,young
True,0.3246584341773755,0.09955391898182141,240.0,4,young
True,0.0025839735963242307,0.0025530320229272224,240.0,4,young
True,0.007141613934857128,0.003150924790394627,240.0,4,young
True,8.375766326263165e-06,2.8751886618058725e-06,240.0,4,young
True,0.025119693785200046,0.0016189834232125586,300.0,5,young
True,0.09932424762641838,0.005517611996959809,300.0,5,young
True,0.05562788476327589,0.007300767998973459,240.0,4,young
True,1.0035193691603317,0.1878737320086872,240.0,4,young
True,0.0008234785739449395,0.00017740792502475366,240.0,4,young
True,0.00011586371790949102,6.410759589103446e-05,240.0,4,young
True,0.0027889179706907,0.002104858760118855,240.0,4,young
True,0.006767453292287527,0.001608831930466899,300.0,5,young
True,0.02666107507970319,0.0019842783323955255,300.0,5,young
True,0.3757028517583581,0.09699665149751108,300.0,5,young
False,207.38524348032257,45.42877907576142,240.0,4,young
True,0.0004091348798235993,2.9930421540857304e-05,240.0,4,young
True,0.06176437955621639,0.0028571483933288572,240.0,4,young
True,0.04551308142386099,0.005073307200251884,240.0,4,young
True,0.01156771955223126,0.0072388737874735,240.0,4,young
True,2.934461480529398e-05,2.179620401153225e-05,240.0,4,young
True,0.005299567957659473,0.0018478285321718163,240.0,4,young
True,4.12772411642715e-05,6.38863261658648e-05,300.0,5,young
True,1.032702318977347e-06,2.5130107108452665e-06,240.0,4,young
True,0.06860594255211687,0.009194997815180538,1215.0,6,young
True,0.009708119611963467,0.015219877720832501,240.0,4,young
True,0.002810866447340866,0.0027954909205624634,240.0,4,young
True,1.6857546602305629e-06,2.7167217557893e-06,300.0,5,young
True,8.87845118862183e-05,9.948308030899675e-06,240.0,4,young
True,0.00012764068828024277,0.00010220260487632094,240.0,4,young
True,0.002646010457751311,0.0016850074449325965,240.0,4,young
True,1.8669084902417703,0.09037605111523467,360.0,6,young
True,0.01875415577894524,0.0019299744986078816,240.0,4,young
True,0.0015833124472917155,0.002863527920736064,240.0,4,young
True,1.4749585320521654e-05,3.866375320918142e-06,240.0,4,young
True,0.1269175772494069,0.05876593925512682,240.0,4,young
True,0.025619137692566768,0.0033925111750524994,240.0,4,young
True,0.00032799346025134176,0.00037016980643978523,240.0,4,young
True,0.0016203885138406534,0.00012110763077673231,240.0,4,young
True,0.0022920351420083547,0.002049124671648373,240.0,4,young
True,0.002052218050773625,0.0009010233017713116,300.0,5,young
